======================================================================
			Matrix c1355.039
======================================================================
ATTENZIONE: L'esecuzione ha superato il limite di tempo 
======================================================================
8709  mhs trovati:

Card. minima degli mhs: 2
Card. massima degli mhs: 3

Card. massima analizzata: 3
----------------------------------------------------------------------
Dimensione iniziale della matrice: (5, 546)
Dimensione finale della matrice: (5, 546)

Colonne eliminate: []
Righe eliminate: []
----------------------------------------------------------------------
Execution time: 300.140319108963 seconds
Pre elaboration time: -1 seconds
Used memory:  132.21484375  Megabyte
----------------------------------------------------------------------
Lista degli mhs trovati: 

362(z362),382(z382)
362(z362),414(z414)
362(z362),473(z473)
362(z362),510(z510)
362(z362),542(o28)
382(z382),433(z433)
382(z382),434(z434)
382(z382),490(z490)
382(z382),522(o8)
414(z414),433(z433)
414(z414),434(z434)
414(z414),490(z490)
414(z414),522(o8)
433(z433),473(z473)
433(z433),510(z510)
433(z433),542(o28)
434(z434),473(z473)
434(z434),510(z510)
434(z434),542(o28)
473(z473),490(z490)
473(z473),522(o8)
490(z490),510(z510)
490(z490),542(o28)
510(z510),522(o8)
522(o8),542(o28)
10(z10),15(z15),62(z62)
10(z10),15(z15),63(z63)
10(z10),15(z15),64(z64)
10(z10),15(z15),69(z69)
10(z10),15(z15),70(z70)
10(z10),15(z15),71(z71)
10(z10),15(z15),72(z72)
10(z10),15(z15),85(z85)
10(z10),15(z15),87(z87)
10(z10),15(z15),115(z115)
10(z10),15(z15),116(z116)
10(z10),15(z15),119(z119)
10(z10),15(z15),120(z120)
10(z10),15(z15),127(z127)
10(z10),15(z15),128(z128)
10(z10),15(z15),148(z148)
10(z10),15(z15),163(z163)
10(z10),15(z15),164(z164)
10(z10),15(z15),167(z167)
10(z10),15(z15),168(z168)
10(z10),15(z15),175(z175)
10(z10),15(z15),176(z176)
10(z10),15(z15),190(z190)
10(z10),15(z15),192(z192)
10(z10),15(z15),196(z196)
10(z10),15(z15),223(z223)
10(z10),15(z15),224(z224)
10(z10),15(z15),232(z232)
10(z10),15(z15),247(z247)
10(z10),15(z15),248(z248)
10(z10),15(z15),260(z260)
10(z10),15(z15),279(z279)
10(z10),15(z15),280(z280)
10(z10),15(z15),292(z292)
10(z10),15(z15),362(z362)
10(z10),15(z15),433(z433)
10(z10),15(z15),434(z434)
10(z10),15(z15),490(z490)
10(z10),15(z15),522(o8)
10(z10),16(z16),19(z19)
10(z10),16(z16),20(z20)
10(z10),16(z16),31(z31)
10(z10),16(z16),32(z32)
10(z10),16(z16),61(z61)
10(z10),16(z16),62(z62)
10(z10),16(z16),63(z63)
10(z10),16(z16),64(z64)
10(z10),16(z16),69(z69)
10(z10),16(z16),70(z70)
10(z10),16(z16),71(z71)
10(z10),16(z16),72(z72)
10(z10),16(z16),85(z85)
10(z10),16(z16),87(z87)
10(z10),16(z16),115(z115)
10(z10),16(z16),116(z116)
10(z10),16(z16),119(z119)
10(z10),16(z16),120(z120)
10(z10),16(z16),127(z127)
10(z10),16(z16),128(z128)
10(z10),16(z16),148(z148)
10(z10),16(z16),163(z163)
10(z10),16(z16),164(z164)
10(z10),16(z16),167(z167)
10(z10),16(z16),168(z168)
10(z10),16(z16),175(z175)
10(z10),16(z16),176(z176)
10(z10),16(z16),190(z190)
10(z10),16(z16),192(z192)
10(z10),16(z16),196(z196)
10(z10),16(z16),223(z223)
10(z10),16(z16),224(z224)
10(z10),16(z16),232(z232)
10(z10),16(z16),247(z247)
10(z10),16(z16),248(z248)
10(z10),16(z16),260(z260)
10(z10),16(z16),279(z279)
10(z10),16(z16),280(z280)
10(z10),16(z16),292(z292)
10(z10),16(z16),362(z362)
10(z10),16(z16),433(z433)
10(z10),16(z16),434(z434)
10(z10),16(z16),490(z490)
10(z10),16(z16),522(o8)
10(z10),19(z19),39(z39)
10(z10),19(z19),40(z40)
10(z10),19(z19),46(z46)
10(z10),19(z19),47(z47)
10(z10),19(z19),53(z53)
10(z10),19(z19),54(z54)
10(z10),19(z19),55(z55)
10(z10),19(z19),101(z101)
10(z10),19(z19),102(z102)
10(z10),19(z19),103(z103)
10(z10),19(z19),107(z107)
10(z10),19(z19),108(z108)
10(z10),19(z19),111(z111)
10(z10),19(z19),112(z112)
10(z10),19(z19),135(z135)
10(z10),19(z19),136(z136)
10(z10),19(z19),138(z138)
10(z10),19(z19),140(z140)
10(z10),19(z19),152(z152)
10(z10),19(z19),155(z155)
10(z10),19(z19),156(z156)
10(z10),19(z19),160(z160)
10(z10),19(z19),184(z184)
10(z10),19(z19),186(z186)
10(z10),19(z19),188(z188)
10(z10),19(z19),200(z200)
10(z10),19(z19),204(z204)
10(z10),19(z19),216(z216)
10(z10),19(z19),228(z228)
10(z10),19(z19),240(z240)
10(z10),19(z19),256(z256)
10(z10),19(z19),264(z264)
10(z10),19(z19),272(z272)
10(z10),19(z19),287(z287)
10(z10),19(z19),288(z288)
10(z10),19(z19),294(z294)
10(z10),19(z19),382(z382)
10(z10),19(z19),414(z414)
10(z10),19(z19),473(z473)
10(z10),19(z19),510(z510)
10(z10),19(z19),542(o28)
10(z10),20(z20),39(z39)
10(z10),20(z20),40(z40)
10(z10),20(z20),46(z46)
10(z10),20(z20),47(z47)
10(z10),20(z20),53(z53)
10(z10),20(z20),54(z54)
10(z10),20(z20),55(z55)
10(z10),20(z20),101(z101)
10(z10),20(z20),102(z102)
10(z10),20(z20),103(z103)
10(z10),20(z20),107(z107)
10(z10),20(z20),108(z108)
10(z10),20(z20),111(z111)
10(z10),20(z20),112(z112)
10(z10),20(z20),135(z135)
10(z10),20(z20),136(z136)
10(z10),20(z20),138(z138)
10(z10),20(z20),140(z140)
10(z10),20(z20),152(z152)
10(z10),20(z20),155(z155)
10(z10),20(z20),156(z156)
10(z10),20(z20),160(z160)
10(z10),20(z20),184(z184)
10(z10),20(z20),186(z186)
10(z10),20(z20),188(z188)
10(z10),20(z20),200(z200)
10(z10),20(z20),204(z204)
10(z10),20(z20),216(z216)
10(z10),20(z20),228(z228)
10(z10),20(z20),240(z240)
10(z10),20(z20),256(z256)
10(z10),20(z20),264(z264)
10(z10),20(z20),272(z272)
10(z10),20(z20),287(z287)
10(z10),20(z20),288(z288)
10(z10),20(z20),294(z294)
10(z10),20(z20),382(z382)
10(z10),20(z20),414(z414)
10(z10),20(z20),473(z473)
10(z10),20(z20),510(z510)
10(z10),20(z20),542(o28)
10(z10),31(z31),39(z39)
10(z10),31(z31),40(z40)
10(z10),31(z31),46(z46)
10(z10),31(z31),47(z47)
10(z10),31(z31),53(z53)
10(z10),31(z31),54(z54)
10(z10),31(z31),55(z55)
10(z10),31(z31),101(z101)
10(z10),31(z31),102(z102)
10(z10),31(z31),103(z103)
10(z10),31(z31),107(z107)
10(z10),31(z31),108(z108)
10(z10),31(z31),111(z111)
10(z10),31(z31),112(z112)
10(z10),31(z31),135(z135)
10(z10),31(z31),136(z136)
10(z10),31(z31),138(z138)
10(z10),31(z31),140(z140)
10(z10),31(z31),152(z152)
10(z10),31(z31),155(z155)
10(z10),31(z31),156(z156)
10(z10),31(z31),160(z160)
10(z10),31(z31),184(z184)
10(z10),31(z31),186(z186)
10(z10),31(z31),188(z188)
10(z10),31(z31),200(z200)
10(z10),31(z31),204(z204)
10(z10),31(z31),216(z216)
10(z10),31(z31),228(z228)
10(z10),31(z31),240(z240)
10(z10),31(z31),256(z256)
10(z10),31(z31),264(z264)
10(z10),31(z31),272(z272)
10(z10),31(z31),287(z287)
10(z10),31(z31),288(z288)
10(z10),31(z31),294(z294)
10(z10),31(z31),382(z382)
10(z10),31(z31),414(z414)
10(z10),31(z31),473(z473)
10(z10),31(z31),510(z510)
10(z10),31(z31),542(o28)
10(z10),32(z32),39(z39)
10(z10),32(z32),40(z40)
10(z10),32(z32),46(z46)
10(z10),32(z32),47(z47)
10(z10),32(z32),53(z53)
10(z10),32(z32),54(z54)
10(z10),32(z32),55(z55)
10(z10),32(z32),101(z101)
10(z10),32(z32),102(z102)
10(z10),32(z32),103(z103)
10(z10),32(z32),107(z107)
10(z10),32(z32),108(z108)
10(z10),32(z32),111(z111)
10(z10),32(z32),112(z112)
10(z10),32(z32),135(z135)
10(z10),32(z32),136(z136)
10(z10),32(z32),138(z138)
10(z10),32(z32),140(z140)
10(z10),32(z32),152(z152)
10(z10),32(z32),155(z155)
10(z10),32(z32),156(z156)
10(z10),32(z32),160(z160)
10(z10),32(z32),184(z184)
10(z10),32(z32),186(z186)
10(z10),32(z32),188(z188)
10(z10),32(z32),200(z200)
10(z10),32(z32),204(z204)
10(z10),32(z32),216(z216)
10(z10),32(z32),228(z228)
10(z10),32(z32),240(z240)
10(z10),32(z32),256(z256)
10(z10),32(z32),264(z264)
10(z10),32(z32),272(z272)
10(z10),32(z32),287(z287)
10(z10),32(z32),288(z288)
10(z10),32(z32),294(z294)
10(z10),32(z32),382(z382)
10(z10),32(z32),414(z414)
10(z10),32(z32),473(z473)
10(z10),32(z32),510(z510)
10(z10),32(z32),542(o28)
10(z10),39(z39),61(z61)
10(z10),39(z39),62(z62)
10(z10),39(z39),63(z63)
10(z10),39(z39),64(z64)
10(z10),39(z39),69(z69)
10(z10),39(z39),70(z70)
10(z10),39(z39),71(z71)
10(z10),39(z39),72(z72)
10(z10),39(z39),85(z85)
10(z10),39(z39),87(z87)
10(z10),39(z39),115(z115)
10(z10),39(z39),116(z116)
10(z10),39(z39),119(z119)
10(z10),39(z39),120(z120)
10(z10),39(z39),127(z127)
10(z10),39(z39),128(z128)
10(z10),39(z39),148(z148)
10(z10),39(z39),163(z163)
10(z10),39(z39),164(z164)
10(z10),39(z39),167(z167)
10(z10),39(z39),168(z168)
10(z10),39(z39),175(z175)
10(z10),39(z39),176(z176)
10(z10),39(z39),190(z190)
10(z10),39(z39),192(z192)
10(z10),39(z39),196(z196)
10(z10),39(z39),223(z223)
10(z10),39(z39),224(z224)
10(z10),39(z39),232(z232)
10(z10),39(z39),247(z247)
10(z10),39(z39),248(z248)
10(z10),39(z39),260(z260)
10(z10),39(z39),279(z279)
10(z10),39(z39),280(z280)
10(z10),39(z39),292(z292)
10(z10),39(z39),362(z362)
10(z10),39(z39),433(z433)
10(z10),39(z39),434(z434)
10(z10),39(z39),490(z490)
10(z10),39(z39),522(o8)
10(z10),40(z40),61(z61)
10(z10),40(z40),62(z62)
10(z10),40(z40),63(z63)
10(z10),40(z40),64(z64)
10(z10),40(z40),69(z69)
10(z10),40(z40),70(z70)
10(z10),40(z40),71(z71)
10(z10),40(z40),72(z72)
10(z10),40(z40),85(z85)
10(z10),40(z40),87(z87)
10(z10),40(z40),115(z115)
10(z10),40(z40),116(z116)
10(z10),40(z40),119(z119)
10(z10),40(z40),120(z120)
10(z10),40(z40),127(z127)
10(z10),40(z40),128(z128)
10(z10),40(z40),148(z148)
10(z10),40(z40),163(z163)
10(z10),40(z40),164(z164)
10(z10),40(z40),167(z167)
10(z10),40(z40),168(z168)
10(z10),40(z40),175(z175)
10(z10),40(z40),176(z176)
10(z10),40(z40),190(z190)
10(z10),40(z40),192(z192)
10(z10),40(z40),196(z196)
10(z10),40(z40),223(z223)
10(z10),40(z40),224(z224)
10(z10),40(z40),232(z232)
10(z10),40(z40),247(z247)
10(z10),40(z40),248(z248)
10(z10),40(z40),260(z260)
10(z10),40(z40),279(z279)
10(z10),40(z40),280(z280)
10(z10),40(z40),292(z292)
10(z10),40(z40),362(z362)
10(z10),40(z40),433(z433)
10(z10),40(z40),434(z434)
10(z10),40(z40),490(z490)
10(z10),40(z40),522(o8)
10(z10),46(z46),61(z61)
10(z10),46(z46),62(z62)
10(z10),46(z46),63(z63)
10(z10),46(z46),64(z64)
10(z10),46(z46),69(z69)
10(z10),46(z46),70(z70)
10(z10),46(z46),71(z71)
10(z10),46(z46),72(z72)
10(z10),46(z46),85(z85)
10(z10),46(z46),87(z87)
10(z10),46(z46),115(z115)
10(z10),46(z46),116(z116)
10(z10),46(z46),119(z119)
10(z10),46(z46),120(z120)
10(z10),46(z46),127(z127)
10(z10),46(z46),128(z128)
10(z10),46(z46),148(z148)
10(z10),46(z46),163(z163)
10(z10),46(z46),164(z164)
10(z10),46(z46),167(z167)
10(z10),46(z46),168(z168)
10(z10),46(z46),175(z175)
10(z10),46(z46),176(z176)
10(z10),46(z46),190(z190)
10(z10),46(z46),192(z192)
10(z10),46(z46),196(z196)
10(z10),46(z46),223(z223)
10(z10),46(z46),224(z224)
10(z10),46(z46),232(z232)
10(z10),46(z46),247(z247)
10(z10),46(z46),248(z248)
10(z10),46(z46),260(z260)
10(z10),46(z46),279(z279)
10(z10),46(z46),280(z280)
10(z10),46(z46),292(z292)
10(z10),46(z46),362(z362)
10(z10),46(z46),433(z433)
10(z10),46(z46),434(z434)
10(z10),46(z46),490(z490)
10(z10),46(z46),522(o8)
10(z10),47(z47),61(z61)
10(z10),47(z47),62(z62)
10(z10),47(z47),63(z63)
10(z10),47(z47),64(z64)
10(z10),47(z47),69(z69)
10(z10),47(z47),70(z70)
10(z10),47(z47),71(z71)
10(z10),47(z47),72(z72)
10(z10),47(z47),85(z85)
10(z10),47(z47),87(z87)
10(z10),47(z47),115(z115)
10(z10),47(z47),116(z116)
10(z10),47(z47),119(z119)
10(z10),47(z47),120(z120)
10(z10),47(z47),127(z127)
10(z10),47(z47),128(z128)
10(z10),47(z47),148(z148)
10(z10),47(z47),163(z163)
10(z10),47(z47),164(z164)
10(z10),47(z47),167(z167)
10(z10),47(z47),168(z168)
10(z10),47(z47),175(z175)
10(z10),47(z47),176(z176)
10(z10),47(z47),190(z190)
10(z10),47(z47),192(z192)
10(z10),47(z47),196(z196)
10(z10),47(z47),223(z223)
10(z10),47(z47),224(z224)
10(z10),47(z47),232(z232)
10(z10),47(z47),247(z247)
10(z10),47(z47),248(z248)
10(z10),47(z47),260(z260)
10(z10),47(z47),279(z279)
10(z10),47(z47),280(z280)
10(z10),47(z47),292(z292)
10(z10),47(z47),362(z362)
10(z10),47(z47),433(z433)
10(z10),47(z47),434(z434)
10(z10),47(z47),490(z490)
10(z10),47(z47),522(o8)
10(z10),53(z53),61(z61)
10(z10),53(z53),62(z62)
10(z10),53(z53),63(z63)
10(z10),53(z53),64(z64)
10(z10),53(z53),69(z69)
10(z10),53(z53),70(z70)
10(z10),53(z53),71(z71)
10(z10),53(z53),72(z72)
10(z10),53(z53),85(z85)
10(z10),53(z53),87(z87)
10(z10),53(z53),115(z115)
10(z10),53(z53),116(z116)
10(z10),53(z53),119(z119)
10(z10),53(z53),120(z120)
10(z10),53(z53),127(z127)
10(z10),53(z53),128(z128)
10(z10),53(z53),148(z148)
10(z10),53(z53),163(z163)
10(z10),53(z53),164(z164)
10(z10),53(z53),167(z167)
10(z10),53(z53),168(z168)
10(z10),53(z53),175(z175)
10(z10),53(z53),176(z176)
10(z10),53(z53),190(z190)
10(z10),53(z53),192(z192)
10(z10),53(z53),196(z196)
10(z10),53(z53),223(z223)
10(z10),53(z53),224(z224)
10(z10),53(z53),232(z232)
10(z10),53(z53),247(z247)
10(z10),53(z53),248(z248)
10(z10),53(z53),260(z260)
10(z10),53(z53),279(z279)
10(z10),53(z53),280(z280)
10(z10),53(z53),292(z292)
10(z10),53(z53),362(z362)
10(z10),53(z53),433(z433)
10(z10),53(z53),434(z434)
10(z10),53(z53),490(z490)
10(z10),53(z53),522(o8)
10(z10),54(z54),61(z61)
10(z10),54(z54),62(z62)
10(z10),54(z54),63(z63)
10(z10),54(z54),64(z64)
10(z10),54(z54),69(z69)
10(z10),54(z54),70(z70)
10(z10),54(z54),71(z71)
10(z10),54(z54),72(z72)
10(z10),54(z54),85(z85)
10(z10),54(z54),87(z87)
10(z10),54(z54),115(z115)
10(z10),54(z54),116(z116)
10(z10),54(z54),119(z119)
10(z10),54(z54),120(z120)
10(z10),54(z54),127(z127)
10(z10),54(z54),128(z128)
10(z10),54(z54),148(z148)
10(z10),54(z54),163(z163)
10(z10),54(z54),164(z164)
10(z10),54(z54),167(z167)
10(z10),54(z54),168(z168)
10(z10),54(z54),175(z175)
10(z10),54(z54),176(z176)
10(z10),54(z54),190(z190)
10(z10),54(z54),192(z192)
10(z10),54(z54),196(z196)
10(z10),54(z54),223(z223)
10(z10),54(z54),224(z224)
10(z10),54(z54),232(z232)
10(z10),54(z54),247(z247)
10(z10),54(z54),248(z248)
10(z10),54(z54),260(z260)
10(z10),54(z54),279(z279)
10(z10),54(z54),280(z280)
10(z10),54(z54),292(z292)
10(z10),54(z54),362(z362)
10(z10),54(z54),433(z433)
10(z10),54(z54),434(z434)
10(z10),54(z54),490(z490)
10(z10),54(z54),522(o8)
10(z10),55(z55),61(z61)
10(z10),55(z55),62(z62)
10(z10),55(z55),63(z63)
10(z10),55(z55),64(z64)
10(z10),55(z55),69(z69)
10(z10),55(z55),70(z70)
10(z10),55(z55),71(z71)
10(z10),55(z55),72(z72)
10(z10),55(z55),85(z85)
10(z10),55(z55),87(z87)
10(z10),55(z55),115(z115)
10(z10),55(z55),116(z116)
10(z10),55(z55),119(z119)
10(z10),55(z55),120(z120)
10(z10),55(z55),127(z127)
10(z10),55(z55),128(z128)
10(z10),55(z55),148(z148)
10(z10),55(z55),163(z163)
10(z10),55(z55),164(z164)
10(z10),55(z55),167(z167)
10(z10),55(z55),168(z168)
10(z10),55(z55),175(z175)
10(z10),55(z55),176(z176)
10(z10),55(z55),190(z190)
10(z10),55(z55),192(z192)
10(z10),55(z55),196(z196)
10(z10),55(z55),223(z223)
10(z10),55(z55),224(z224)
10(z10),55(z55),232(z232)
10(z10),55(z55),247(z247)
10(z10),55(z55),248(z248)
10(z10),55(z55),260(z260)
10(z10),55(z55),279(z279)
10(z10),55(z55),280(z280)
10(z10),55(z55),292(z292)
10(z10),55(z55),362(z362)
10(z10),55(z55),433(z433)
10(z10),55(z55),434(z434)
10(z10),55(z55),490(z490)
10(z10),55(z55),522(o8)
10(z10),61(z61),101(z101)
10(z10),61(z61),102(z102)
10(z10),61(z61),103(z103)
10(z10),61(z61),107(z107)
10(z10),61(z61),108(z108)
10(z10),61(z61),111(z111)
10(z10),61(z61),112(z112)
10(z10),61(z61),135(z135)
10(z10),61(z61),136(z136)
10(z10),61(z61),138(z138)
10(z10),61(z61),140(z140)
10(z10),61(z61),152(z152)
10(z10),61(z61),155(z155)
10(z10),61(z61),156(z156)
10(z10),61(z61),160(z160)
10(z10),61(z61),184(z184)
10(z10),61(z61),186(z186)
10(z10),61(z61),188(z188)
10(z10),61(z61),200(z200)
10(z10),61(z61),204(z204)
10(z10),61(z61),216(z216)
10(z10),61(z61),228(z228)
10(z10),61(z61),240(z240)
10(z10),61(z61),256(z256)
10(z10),61(z61),264(z264)
10(z10),61(z61),272(z272)
10(z10),61(z61),287(z287)
10(z10),61(z61),288(z288)
10(z10),61(z61),294(z294)
10(z10),61(z61),382(z382)
10(z10),61(z61),414(z414)
10(z10),61(z61),473(z473)
10(z10),61(z61),510(z510)
10(z10),61(z61),542(o28)
10(z10),62(z62),101(z101)
10(z10),62(z62),102(z102)
10(z10),62(z62),103(z103)
10(z10),62(z62),107(z107)
10(z10),62(z62),108(z108)
10(z10),62(z62),111(z111)
10(z10),62(z62),112(z112)
10(z10),62(z62),135(z135)
10(z10),62(z62),136(z136)
10(z10),62(z62),138(z138)
10(z10),62(z62),140(z140)
10(z10),62(z62),152(z152)
10(z10),62(z62),155(z155)
10(z10),62(z62),156(z156)
10(z10),62(z62),160(z160)
10(z10),62(z62),184(z184)
10(z10),62(z62),186(z186)
10(z10),62(z62),188(z188)
10(z10),62(z62),200(z200)
10(z10),62(z62),204(z204)
10(z10),62(z62),216(z216)
10(z10),62(z62),228(z228)
10(z10),62(z62),240(z240)
10(z10),62(z62),256(z256)
10(z10),62(z62),264(z264)
10(z10),62(z62),272(z272)
10(z10),62(z62),287(z287)
10(z10),62(z62),288(z288)
10(z10),62(z62),294(z294)
10(z10),62(z62),382(z382)
10(z10),62(z62),414(z414)
10(z10),62(z62),473(z473)
10(z10),62(z62),510(z510)
10(z10),62(z62),542(o28)
10(z10),63(z63),101(z101)
10(z10),63(z63),102(z102)
10(z10),63(z63),103(z103)
10(z10),63(z63),107(z107)
10(z10),63(z63),108(z108)
10(z10),63(z63),111(z111)
10(z10),63(z63),112(z112)
10(z10),63(z63),135(z135)
10(z10),63(z63),136(z136)
10(z10),63(z63),138(z138)
10(z10),63(z63),140(z140)
10(z10),63(z63),152(z152)
10(z10),63(z63),155(z155)
10(z10),63(z63),156(z156)
10(z10),63(z63),160(z160)
10(z10),63(z63),184(z184)
10(z10),63(z63),186(z186)
10(z10),63(z63),188(z188)
10(z10),63(z63),200(z200)
10(z10),63(z63),204(z204)
10(z10),63(z63),216(z216)
10(z10),63(z63),228(z228)
10(z10),63(z63),240(z240)
10(z10),63(z63),256(z256)
10(z10),63(z63),264(z264)
10(z10),63(z63),272(z272)
10(z10),63(z63),287(z287)
10(z10),63(z63),288(z288)
10(z10),63(z63),294(z294)
10(z10),63(z63),382(z382)
10(z10),63(z63),414(z414)
10(z10),63(z63),473(z473)
10(z10),63(z63),510(z510)
10(z10),63(z63),542(o28)
10(z10),64(z64),101(z101)
10(z10),64(z64),102(z102)
10(z10),64(z64),103(z103)
10(z10),64(z64),107(z107)
10(z10),64(z64),108(z108)
10(z10),64(z64),111(z111)
10(z10),64(z64),112(z112)
10(z10),64(z64),135(z135)
10(z10),64(z64),136(z136)
10(z10),64(z64),138(z138)
10(z10),64(z64),140(z140)
10(z10),64(z64),152(z152)
10(z10),64(z64),155(z155)
10(z10),64(z64),156(z156)
10(z10),64(z64),160(z160)
10(z10),64(z64),184(z184)
10(z10),64(z64),186(z186)
10(z10),64(z64),188(z188)
10(z10),64(z64),200(z200)
10(z10),64(z64),204(z204)
10(z10),64(z64),216(z216)
10(z10),64(z64),228(z228)
10(z10),64(z64),240(z240)
10(z10),64(z64),256(z256)
10(z10),64(z64),264(z264)
10(z10),64(z64),272(z272)
10(z10),64(z64),287(z287)
10(z10),64(z64),288(z288)
10(z10),64(z64),294(z294)
10(z10),64(z64),382(z382)
10(z10),64(z64),414(z414)
10(z10),64(z64),473(z473)
10(z10),64(z64),510(z510)
10(z10),64(z64),542(o28)
10(z10),69(z69),101(z101)
10(z10),69(z69),102(z102)
10(z10),69(z69),103(z103)
10(z10),69(z69),107(z107)
10(z10),69(z69),108(z108)
10(z10),69(z69),111(z111)
10(z10),69(z69),112(z112)
10(z10),69(z69),135(z135)
10(z10),69(z69),136(z136)
10(z10),69(z69),138(z138)
10(z10),69(z69),140(z140)
10(z10),69(z69),152(z152)
10(z10),69(z69),155(z155)
10(z10),69(z69),156(z156)
10(z10),69(z69),160(z160)
10(z10),69(z69),184(z184)
10(z10),69(z69),186(z186)
10(z10),69(z69),188(z188)
10(z10),69(z69),200(z200)
10(z10),69(z69),204(z204)
10(z10),69(z69),216(z216)
10(z10),69(z69),228(z228)
10(z10),69(z69),240(z240)
10(z10),69(z69),256(z256)
10(z10),69(z69),264(z264)
10(z10),69(z69),272(z272)
10(z10),69(z69),287(z287)
10(z10),69(z69),288(z288)
10(z10),69(z69),294(z294)
10(z10),69(z69),382(z382)
10(z10),69(z69),414(z414)
10(z10),69(z69),473(z473)
10(z10),69(z69),510(z510)
10(z10),69(z69),542(o28)
10(z10),70(z70),101(z101)
10(z10),70(z70),102(z102)
10(z10),70(z70),103(z103)
10(z10),70(z70),107(z107)
10(z10),70(z70),108(z108)
10(z10),70(z70),111(z111)
10(z10),70(z70),112(z112)
10(z10),70(z70),135(z135)
10(z10),70(z70),136(z136)
10(z10),70(z70),138(z138)
10(z10),70(z70),140(z140)
10(z10),70(z70),152(z152)
10(z10),70(z70),155(z155)
10(z10),70(z70),156(z156)
10(z10),70(z70),160(z160)
10(z10),70(z70),184(z184)
10(z10),70(z70),186(z186)
10(z10),70(z70),188(z188)
10(z10),70(z70),200(z200)
10(z10),70(z70),204(z204)
10(z10),70(z70),216(z216)
10(z10),70(z70),228(z228)
10(z10),70(z70),240(z240)
10(z10),70(z70),256(z256)
10(z10),70(z70),264(z264)
10(z10),70(z70),272(z272)
10(z10),70(z70),287(z287)
10(z10),70(z70),288(z288)
10(z10),70(z70),294(z294)
10(z10),70(z70),382(z382)
10(z10),70(z70),414(z414)
10(z10),70(z70),473(z473)
10(z10),70(z70),510(z510)
10(z10),70(z70),542(o28)
10(z10),71(z71),101(z101)
10(z10),71(z71),102(z102)
10(z10),71(z71),103(z103)
10(z10),71(z71),107(z107)
10(z10),71(z71),108(z108)
10(z10),71(z71),111(z111)
10(z10),71(z71),112(z112)
10(z10),71(z71),135(z135)
10(z10),71(z71),136(z136)
10(z10),71(z71),138(z138)
10(z10),71(z71),140(z140)
10(z10),71(z71),152(z152)
10(z10),71(z71),155(z155)
10(z10),71(z71),156(z156)
10(z10),71(z71),160(z160)
10(z10),71(z71),184(z184)
10(z10),71(z71),186(z186)
10(z10),71(z71),188(z188)
10(z10),71(z71),200(z200)
10(z10),71(z71),204(z204)
10(z10),71(z71),216(z216)
10(z10),71(z71),228(z228)
10(z10),71(z71),240(z240)
10(z10),71(z71),256(z256)
10(z10),71(z71),264(z264)
10(z10),71(z71),272(z272)
10(z10),71(z71),287(z287)
10(z10),71(z71),288(z288)
10(z10),71(z71),294(z294)
10(z10),71(z71),382(z382)
10(z10),71(z71),414(z414)
10(z10),71(z71),473(z473)
10(z10),71(z71),510(z510)
10(z10),71(z71),542(o28)
10(z10),72(z72),101(z101)
10(z10),72(z72),102(z102)
10(z10),72(z72),103(z103)
10(z10),72(z72),107(z107)
10(z10),72(z72),108(z108)
10(z10),72(z72),111(z111)
10(z10),72(z72),112(z112)
10(z10),72(z72),135(z135)
10(z10),72(z72),136(z136)
10(z10),72(z72),138(z138)
10(z10),72(z72),140(z140)
10(z10),72(z72),152(z152)
10(z10),72(z72),155(z155)
10(z10),72(z72),156(z156)
10(z10),72(z72),160(z160)
10(z10),72(z72),184(z184)
10(z10),72(z72),186(z186)
10(z10),72(z72),188(z188)
10(z10),72(z72),200(z200)
10(z10),72(z72),204(z204)
10(z10),72(z72),216(z216)
10(z10),72(z72),228(z228)
10(z10),72(z72),240(z240)
10(z10),72(z72),256(z256)
10(z10),72(z72),264(z264)
10(z10),72(z72),272(z272)
10(z10),72(z72),287(z287)
10(z10),72(z72),288(z288)
10(z10),72(z72),294(z294)
10(z10),72(z72),382(z382)
10(z10),72(z72),414(z414)
10(z10),72(z72),473(z473)
10(z10),72(z72),510(z510)
10(z10),72(z72),542(o28)
10(z10),85(z85),101(z101)
10(z10),85(z85),102(z102)
10(z10),85(z85),103(z103)
10(z10),85(z85),107(z107)
10(z10),85(z85),108(z108)
10(z10),85(z85),111(z111)
10(z10),85(z85),112(z112)
10(z10),85(z85),135(z135)
10(z10),85(z85),136(z136)
10(z10),85(z85),138(z138)
10(z10),85(z85),140(z140)
10(z10),85(z85),152(z152)
10(z10),85(z85),155(z155)
10(z10),85(z85),156(z156)
10(z10),85(z85),160(z160)
10(z10),85(z85),184(z184)
10(z10),85(z85),186(z186)
10(z10),85(z85),188(z188)
10(z10),85(z85),200(z200)
10(z10),85(z85),204(z204)
10(z10),85(z85),216(z216)
10(z10),85(z85),228(z228)
10(z10),85(z85),240(z240)
10(z10),85(z85),256(z256)
10(z10),85(z85),264(z264)
10(z10),85(z85),272(z272)
10(z10),85(z85),287(z287)
10(z10),85(z85),288(z288)
10(z10),85(z85),294(z294)
10(z10),85(z85),382(z382)
10(z10),85(z85),414(z414)
10(z10),85(z85),473(z473)
10(z10),85(z85),510(z510)
10(z10),85(z85),542(o28)
10(z10),87(z87),101(z101)
10(z10),87(z87),102(z102)
10(z10),87(z87),103(z103)
10(z10),87(z87),107(z107)
10(z10),87(z87),108(z108)
10(z10),87(z87),111(z111)
10(z10),87(z87),112(z112)
